DateTime,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Capital Gains
2025-05-20 09:30:00-04:00,82.43000030517578,82.44000244140625,82.41000366210938,82.43440246582031,82.43440246582031,540967,0.0,0.0,0.0
2025-05-20 10:30:00-04:00,82.43460083007812,82.45999908447266,82.43000030517578,82.45500183105469,82.45500183105469,182147,0.0,0.0,0.0
2025-05-20 11:30:00-04:00,82.45500183105469,82.46540069580078,82.44000244140625,82.45999908447266,82.45999908447266,215278,0.0,0.0,0.0
2025-05-20 12:30:00-04:00,82.46540069580078,82.46649932861328,82.44999694824219,82.46389770507812,82.46389770507812,254120,0.0,0.0,0.0
2025-05-20 13:30:00-04:00,82.46499633789062,82.47000122070312,82.44999694824219,82.46499633789062,82.46499633789062,679932,0.0,0.0,0.0
2025-05-20 14:30:00-04:00,82.47000122070312,82.47000122070312,82.44999694824219,82.44999694824219,82.44999694824219,212842,0.0,0.0,0.0
2025-05-20 15:30:00-04:00,82.45500183105469,82.45999908447266,82.44000244140625,82.44000244140625,82.44000244140625,462195,0.0,0.0,0.0
2025-05-21 09:30:00-04:00,82.41000366210938,82.41999816894531,82.39469909667969,82.41500091552734,82.41500091552734,499285,0.0,0.0,0.0
2025-05-21 10:30:00-04:00,82.41500091552734,82.41999816894531,82.38999938964844,82.40499877929688,82.40499877929688,376627,0.0,0.0,0.0
2025-05-21 11:30:00-04:00,82.40499877929688,82.41000366210938,82.39469909667969,82.40950012207031,82.40950012207031,168961,0.0,0.0,0.0
2025-05-21 12:30:00-04:00,82.40499877929688,82.41000366210938,82.38009643554688,82.3949966430664,82.3949966430664,295779,0.0,0.0,0.0
2025-05-21 13:30:00-04:00,82.38999938964844,82.4000015258789,82.37999725341797,82.39990234375,82.39990234375,189501,0.0,0.0,0.0
2025-05-21 14:30:00-04:00,82.39540100097656,82.41000366210938,82.38999938964844,82.40499877929688,82.40499877929688,283000,0.0,0.0,0.0
2025-05-21 15:30:00-04:00,82.40499877929688,82.41000366210938,82.38999938964844,82.3949966430664,82.3949966430664,1189260,0.0,0.0,0.0
2025-05-22 09:30:00-04:00,82.44000244140625,82.44999694824219,82.41000366210938,82.42009735107422,82.42009735107422,573888,0.0,0.0,0.0
2025-05-22 10:30:00-04:00,82.43000030517578,82.44000244140625,82.41010284423828,82.43000030517578,82.43000030517578,202773,0.0,0.0,0.0
2025-05-22 11:30:00-04:00,82.44000244140625,82.44999694824219,82.42009735107422,82.44000244140625,82.44000244140625,777381,0.0,0.0,0.0
2025-05-22 12:30:00-04:00,82.44499969482422,82.44819641113281,82.41999816894531,82.42500305175781,82.42500305175781,173326,0.0,0.0,0.0
2025-05-22 13:30:00-04:00,82.42900085449219,82.43000030517578,82.41999816894531,82.42500305175781,82.42500305175781,202125,0.0,0.0,0.0
2025-05-22 14:30:00-04:00,82.42350006103516,82.43000030517578,82.41999816894531,82.42530059814453,82.42530059814453,254279,0.0,0.0,0.0
2025-05-22 15:30:00-04:00,82.42500305175781,82.4458999633789,82.41999816894531,82.43000030517578,82.43000030517578,417539,0.0,0.0,0.0
2025-05-23 09:30:00-04:00,82.56999969482422,82.56999969482422,82.5,82.51020050048828,82.51020050048828,333288,0.0,0.0,0.0
2025-05-23 10:30:00-04:00,82.51000213623047,82.5199966430664,82.49500274658203,82.51000213623047,82.51000213623047,277387,0.0,0.0,0.0
2025-05-23 11:30:00-04:00,82.50499725341797,82.52999877929688,82.48359680175781,82.48500061035156,82.48500061035156,686949,0.0,0.0,0.0
2025-05-23 12:30:00-04:00,82.48500061035156,82.48999786376953,82.47000122070312,82.48500061035156,82.48500061035156,453449,0.0,0.0,0.0
2025-05-23 13:30:00-04:00,82.48999786376953,82.48999786376953,82.47000122070312,82.48500061035156,82.48500061035156,255852,0.0,0.0,0.0
2025-05-23 14:30:00-04:00,82.48999786376953,82.5,82.4800033569336,82.49500274658203,82.49500274658203,1529644,0.0,0.0,0.0
2025-05-23 15:30:00-04:00,82.49500274658203,82.5,82.48999786376953,82.5,82.5,1210905,0.0,0.0,0.0
2025-05-27 09:30:00-04:00,82.50499725341797,82.5199966430664,82.4800033569336,82.50650024414062,82.50650024414062,323780,0.0,0.0,0.0
2025-05-27 10:30:00-04:00,82.50499725341797,82.5199966430664,82.5,82.51499938964844,82.51499938964844,472650,0.0,0.0,0.0
2025-05-27 11:30:00-04:00,82.51589965820312,82.5199966430664,82.5,82.5199966430664,82.5199966430664,182842,0.0,0.0,0.0
2025-05-27 12:30:00-04:00,82.51499938964844,82.5199966430664,82.5,82.50550079345703,82.50550079345703,632462,0.0,0.0,0.0
2025-05-27 13:30:00-04:00,82.50499725341797,82.52999877929688,82.5,82.5199966430664,82.5199966430664,448672,0.0,0.0,0.0
2025-05-27 14:30:00-04:00,82.5250015258789,82.52999877929688,82.51000213623047,82.51519775390625,82.51519775390625,529543,0.0,0.0,0.0
2025-05-27 15:30:00-04:00,82.51519775390625,82.5199966430664,82.51000213623047,82.5199966430664,82.5199966430664,345421,0.0,0.0,0.0
2025-05-28 09:30:00-04:00,82.5,82.5,82.4800033569336,82.48999786376953,82.48999786376953,357980,0.0,0.0,0.0
2025-05-28 10:30:00-04:00,82.48999786376953,82.5,82.47000122070312,82.4749984741211,82.4749984741211,232578,0.0,0.0,0.0
2025-05-28 11:30:00-04:00,82.4800033569336,82.4800033569336,82.45999908447266,82.46019744873047,82.46019744873047,197966,0.0,0.0,0.0
2025-05-28 12:30:00-04:00,82.46499633789062,82.47000122070312,82.44999694824219,82.4635009765625,82.4635009765625,216360,0.0,0.0,0.0
2025-05-28 13:30:00-04:00,82.46499633789062,82.47000122070312,82.44999694824219,82.46649932861328,82.46649932861328,134474,0.0,0.0,0.0
2025-05-28 14:30:00-04:00,82.45999908447266,82.47000122070312,82.45010375976562,82.4635009765625,82.4635009765625,185992,0.0,0.0,0.0
2025-05-28 15:30:00-04:00,82.46499633789062,82.47000122070312,82.45999908447266,82.47000122070312,82.47000122070312,330595,0.0,0.0,0.0
2025-05-29 09:30:00-04:00,82.5199966430664,82.54989624023438,82.5199966430664,82.53990173339844,82.53990173339844,471354,0.0,0.0,0.0
2025-05-29 10:30:00-04:00,82.53500366210938,82.55000305175781,82.5199966430664,82.54499816894531,82.54499816894531,531743,0.0,0.0,0.0
2025-05-29 11:30:00-04:00,82.54129791259766,82.55999755859375,82.54000091552734,82.54499816894531,82.54499816894531,166744,0.0,0.0,0.0
2025-05-29 12:30:00-04:00,82.54350280761719,82.55999755859375,82.54000091552734,82.55500030517578,82.55500030517578,166833,0.0,0.0,0.0
2025-05-29 13:30:00-04:00,82.55989837646484,82.55999755859375,82.55000305175781,82.55500030517578,82.55500030517578,119216,0.0,0.0,0.0
2025-05-29 14:30:00-04:00,82.55500030517578,82.55999755859375,82.54000091552734,82.54650115966797,82.54650115966797,128571,0.0,0.0,0.0
2025-05-29 15:30:00-04:00,82.55000305175781,82.55999755859375,82.54000091552734,82.55000305175781,82.55000305175781,281549,0.0,0.0,0.0
2025-05-30 09:30:00-04:00,82.58999633789062,82.5999984741211,82.58000183105469,82.59249877929688,82.59249877929688,220564,0.0,0.0,0.0
2025-05-30 10:30:00-04:00,82.58999633789062,82.61000061035156,82.57350158691406,82.60479736328125,82.60479736328125,286278,0.0,0.0,0.0
2025-05-30 11:30:00-04:00,82.60479736328125,82.62999725341797,82.58999633789062,82.62999725341797,82.62999725341797,1337287,0.0,0.0,0.0
2025-05-30 12:30:00-04:00,82.63500213623047,82.64990234375,82.62999725341797,82.62999725341797,82.62999725341797,222138,0.0,0.0,0.0
2025-05-30 13:30:00-04:00,82.63500213623047,82.63590240478516,82.61000061035156,82.6177978515625,82.6177978515625,552299,0.0,0.0,0.0
2025-05-30 14:30:00-04:00,82.61000061035156,82.62999725341797,82.61000061035156,82.62999725341797,82.62999725341797,259437,0.0,0.0,0.0
2025-05-30 15:30:00-04:00,82.62999725341797,82.6500015258789,82.62000274658203,82.63999938964844,82.63999938964844,717563,0.0,0.0,0.0
2025-06-02 09:30:00-04:00,82.31999969482422,82.37000274658203,82.31999969482422,82.36009979248047,82.36009979248047,1434503,0.272,0.0,0.0
2025-06-02 10:30:00-04:00,82.36499786376953,82.36620330810547,82.33999633789062,82.33999633789062,82.33999633789062,364688,0.0,0.0,0.0
2025-06-02 11:30:00-04:00,82.33999633789062,82.33999633789062,82.33000183105469,82.33989715576172,82.33989715576172,241871,0.0,0.0,0.0
2025-06-02 12:30:00-04:00,82.33550262451172,82.33589935302734,82.30999755859375,82.31500244140625,82.31500244140625,317280,0.0,0.0,0.0
2025-06-02 13:30:00-04:00,82.310302734375,82.31999969482422,82.30000305175781,82.30500030517578,82.30500030517578,281219,0.0,0.0,0.0
