DateTime,Open,High,Low,Close,Adj Close,Volume
2025-07-17 04:00:00,89.4372,89.8446,89.4372,89.6955,89.6955,1302
2025-07-17 05:00:00,89.5465,89.7551,89.5366,89.6459,89.6459,555
2025-07-17 06:00:00,89.6459,89.6459,89.467,89.5366,89.5366,1702
2025-07-17 07:00:00,89.5366,89.5366,89.3577,89.4372,89.4372,4026
2025-07-17 08:00:00,89.9129,89.9737,89.2087,89.4687,89.4687,28490
2025-07-17 09:00:00,89.6061,91.012,89.2981,90.386,90.386,2092104
2025-07-17 10:00:00,90.386,90.6742,89.78,90.386,90.386,4154765
2025-07-17 11:00:00,90.4009,91.9596,90.386,91.6876,91.6876,4048946
2025-07-17 12:00:00,91.6925,92.0701,91.6428,91.8714,91.8714,2481650
2025-07-17 13:00:00,91.8813,92.0353,91.6826,91.9707,91.9707,1560960
2025-07-17 14:00:00,91.9707,92.3035,91.8962,92.1098,92.1098,2041418
2025-07-17 15:00:00,92.1098,92.5966,92.0999,92.4774,92.4774,5144213
2025-07-17 16:00:00,92.4774,92.5072,92.1197,92.3582,92.3582,6555075
2025-07-17 17:00:00,92.4178,92.6662,92.3582,92.5569,92.5569,42532
2025-07-17 18:00:00,92.5569,92.5867,92.3781,92.3982,92.3982,2106670
2025-07-17 19:00:00,92.4873,92.5867,92.3979,92.537,92.537,2108401
2025-07-18 04:00:00,92.6662,92.7258,92.5966,92.6562,92.6562,965
2025-07-18 05:00:00,92.6364,92.6861,92.5966,92.6861,92.6861,405
2025-07-18 06:00:00,92.696,92.7457,92.5966,92.7457,92.7457,1769
2025-07-18 07:00:00,92.6562,92.9046,92.6364,92.8947,92.8947,11631
2025-07-18 08:00:00,92.7445,93.0537,92.3478,92.7879,92.7879,17056
2025-07-18 09:00:00,92.8748,93.1927,92.241,92.7705,92.7705,2318714
2025-07-18 10:00:00,92.7854,92.9543,92.1396,92.4377,92.4377,1903099
2025-07-18 11:00:00,92.4327,92.8748,92.3582,92.855,92.855,1164445
2025-07-18 12:00:00,92.8599,93.1431,92.6562,92.8699,92.8699,1353510
2025-07-18 13:00:00,92.8848,93.0835,92.4228,92.5966,92.5966,1127919
2025-07-18 14:00:00,92.6016,92.6861,92.3681,92.4128,92.4128,955206
2025-07-18 15:00:00,92.4178,92.845,92.3582,92.8053,92.8053,2365933
2025-07-18 16:00:00,92.8053,92.9344,92.2986,92.8451,92.8451,14061806
2025-07-18 17:00:00,92.8649,93.0835,89.7692,92.9245,92.9245,3734
2025-07-18 18:00:00,92.994,93.0436,92.8351,93.0436,93.0436,4350797
2025-07-18 19:00:00,92.845,93.0338,92.845,92.9742,92.9742,4357532
2025-07-21 04:00:00,92.9642,93.8187,92.9642,93.1133,93.1133,1686
2025-07-21 05:00:00,93.1331,93.153,93.1232,93.1331,93.1331,411
2025-07-21 06:00:00,93.1331,93.1629,93.0636,93.0934,93.0934,853
2025-07-21 07:00:00,93.1431,93.1431,92.9642,93.0437,93.0437,1913
2025-07-21 08:00:00,93.3903,93.3903,92.4178,92.7556,92.7556,7506
2025-07-21 09:00:00,92.7457,93.3865,92.4476,93.3219,93.3219,1474780
2025-07-21 10:00:00,93.3418,93.3716,92.6562,93.1381,93.1381,1847774
2025-07-21 11:00:00,93.1381,93.4709,92.9493,93.2623,93.2623,1578055
2025-07-21 12:00:00,93.2573,93.307,92.7705,92.84,92.84,1252849
2025-07-21 13:00:00,92.845,92.9598,92.547,92.5817,92.5817,803856
2025-07-21 14:00:00,92.5817,92.7357,92.3731,92.4857,92.4857,1057665
2025-07-21 15:00:00,92.4774,92.5137,91.926,92.08,92.08,2301250
2025-07-21 16:00:00,92.08,92.1694,92.0005,92.1694,92.1694,4181178
2025-07-21 17:00:00,92.0899,92.1794,92.0502,92.0502,92.0502,3355
2025-07-21 18:00:00,92.1694,92.1794,92.0502,92.0534,92.0534,1297774
2025-07-21 19:00:00,92.0502,92.3483,92.0502,92.1794,92.1794,1296385
2025-07-22 04:00:00,92.1098,92.1098,91.9111,91.9111,91.9111,845
2025-07-22 05:00:00,91.9111,92.0999,91.9111,92.0403,92.0403,198
2025-07-22 06:00:00,92.0701,92.08,92.0303,92.0303,92.0303,142
2025-07-22 07:00:00,92.08,92.4873,92.0601,92.4873,92.4873,3698
2025-07-22 08:00:00,92.3085,92.7258,91.7557,92.2092,92.2092,8082
2025-07-22 09:00:00,92.229,93.153,92.0502,92.2886,92.2886,1762682
2025-07-22 10:00:00,92.2986,93.4785,92.1545,93.2822,93.2822,1732075
2025-07-22 11:00:00,93.2971,93.6448,93.153,93.5703,93.5703,1619534
2025-07-22 12:00:00,93.5753,93.8634,93.5405,93.5554,93.5554,1652972
2025-07-22 13:00:00,93.5504,93.7094,93.3666,93.5836,93.5836,1476757
2025-07-22 14:00:00,93.5852,93.8286,93.461,93.5703,93.5703,1294533
2025-07-22 15:00:00,93.5753,93.62,93.3269,93.3815,93.3815,3267464
2025-07-22 16:00:00,93.3716,93.4411,93.0437,93.3716,93.3716,6539539
2025-07-22 17:00:00,93.3915,93.4908,89.1787,93.4908,93.4908,103616
2025-07-22 18:00:00,93.4907,93.4908,93.2126,93.2921,93.2921,2096617
2025-07-22 19:00:00,93.3915,93.8882,93.2126,93.8711,93.8711,2100908
2025-07-23 04:00:00,94.1565,94.1565,93.8584,94.0671,94.0671,1121
2025-07-23 05:00:00,93.9876,94.1565,93.9876,94.1267,94.1267,547
2025-07-23 06:00:00,94.0969,94.2459,94.0969,94.2061,94.2061,1713
2025-07-23 07:00:00,94.1664,94.1763,93.9876,94.0869,94.0869,4062
2025-07-23 08:00:00,93.8882,94.1366,93.3915,93.8882,93.8882,9690
2025-07-23 09:00:00,94.0174,94.6433,93.3915,94.3353,94.3353,2631536
2025-07-23 10:00:00,94.3552,94.4544,94.1084,94.1664,94.1664,2130779
2025-07-23 11:00:00,94.1714,94.4645,93.9826,94.3949,94.3949,3209043
2025-07-23 12:00:00,94.3949,94.5688,94.236,94.385,94.385,1957562
2025-07-23 13:00:00,94.385,94.9761,94.2856,94.8569,94.8569,4477049
2025-07-23 14:00:00,94.8571,95.2146,94.8571,94.9662,94.9662,1896602
2025-07-23 15:00:00,94.9662,95.3686,94.9265,95.3586,95.3586,3196475
2025-07-23 16:00:00,95.3586,95.5275,95.1599,95.4282,95.4282,7835400
2025-07-23 17:00:00,95.3785,95.5176,95.1699,95.3487,95.3487,4470
2025-07-23 18:00:00,95.3189,95.4282,95.2891,95.2891,95.2891,2499830
2025-07-23 19:00:00,95.3686,95.3785,95.2792,95.3784,95.3784,2497127
2025-07-24 04:00:00,95.3785,95.3785,95.1599,95.2593,95.2593,379
2025-07-24 05:00:00,95.2792,95.3288,95.1003,95.1103,95.1103,2166
2025-07-24 06:00:00,95.1103,95.1997,94.9115,94.9115,94.9115,1415
2025-07-24 07:00:00,95.1699,95.3189,94.9314,95.1798,95.1798,2154
2025-07-24 08:00:00,95.0804,95.3785,94.9016,95.0606,95.0606,6476
2025-07-24 09:00:00,95.0606,96.0144,94.9414,95.9498,95.9498,2161159
2025-07-24 10:00:00,95.9448,96.223,95.5176,96.1137,96.1137,1787631
2025-07-24 11:00:00,96.1137,96.2776,95.7759,95.9746,95.9746,1656858
2025-07-24 12:00:00,95.9825,96.0392,95.4431,95.4779,95.4779,1029776
2025-07-24 13:00:00,95.4779,95.5921,95.3487,95.4828,95.4828,1728446
2025-07-24 14:00:00,95.4828,95.6567,94.9563,95.1252,95.1252,1802138
2025-07-24 15:00:00,95.1202,95.1848,94.6781,94.7774,94.7774,4063256
2025-07-24 16:00:00,94.7824,95.0109,94.683,94.8718,94.8718,3837677
2025-07-24 17:00:00,94.8817,94.8817,77.9694,94.8321,94.8321,1057
2025-07-24 18:00:00,94.8122,94.8321,94.7725,94.832,94.832,1185664
2025-07-24 19:00:00,94.7725,94.842,94.7725,94.8321,94.8321,1188922
2025-07-25 04:00:00,95.15,95.3189,94.7526,94.7625,94.7625,1634
2025-07-25 05:00:00,94.7625,94.7625,94.5936,94.6731,94.6731,8266
2025-07-25 06:00:00,94.5837,94.6632,94.5837,94.6632,94.6632,1799
2025-07-25 07:00:00,94.6234,94.8122,94.5837,94.7228,94.7228,9633
2025-07-25 08:00:00,95.2924,95.2924,94.5738,94.9711,94.9711,3950
2025-07-25 09:00:00,94.8321,94.8718,94.0174,94.3502,94.3502,947174
2025-07-25 10:00:00,94.3651,94.6488,93.8137,94.3303,94.3303,1945452
2025-07-25 11:00:00,94.3353,94.4347,93.8733,94.0074,94.0074,1237706
2025-07-25 12:00:00,94.0074,94.4446,93.9429,94.4297,94.4297,1353445
2025-07-25 13:00:00,94.4297,94.7874,94.375,94.6979,94.6979,1308752
2025-07-25 14:00:00,94.6979,95.2195,94.6681,95.1252,95.1252,1874596
2025-07-25 15:00:00,95.1301,95.5623,95.1103,95.458,95.458,3436659
2025-07-25 16:00:00,95.458,95.458,95.1351,95.3656,95.3656,3742799
2025-07-25 17:00:00,95.3884,95.4779,91.6186,95.4381,95.4381,1860
2025-07-25 18:00:00,95.3586,95.4659,95.3586,95.4481,95.4481,1167993
2025-07-25 19:00:00,95.4481,95.5772,95.3765,95.4779,95.4779,1173484
2025-07-28 04:00:00,95.5772,96.1535,95.5772,95.7262,95.7262,912
2025-07-28 05:00:00,95.7262,95.8057,95.5871,95.6964,95.6964,271
2025-07-28 06:00:00,95.6964,95.8554,95.5871,95.6766,95.6766,358
2025-07-28 07:00:00,95.5871,95.6964,95.4878,95.5275,95.5275,1636
2025-07-28 08:00:00,95.7262,96.1932,95.4182,95.6468,95.6468,2003101
2025-07-28 09:00:00,95.617,95.6567,95.0308,95.1202,95.1202,1181782
2025-07-28 10:00:00,95.1301,95.1599,94.5887,94.5887,94.5887,1400952
2025-07-28 11:00:00,94.5887,94.7774,94.4545,94.5787,94.5787,1596158
2025-07-28 12:00:00,94.5787,94.8619,94.5439,94.6334,94.6334,679863
2025-07-28 13:00:00,94.6433,94.8718,94.6433,94.7029,94.7029,969387
2025-07-28 14:00:00,94.7079,95.0457,94.534,94.996,94.996,1039555
2025-07-28 15:00:00,94.996,95.0803,94.7029,94.9612,94.9612,2052532
2025-07-28 16:00:00,94.9662,95.0702,65.6856,95.001,95.001,10646580
2025-07-28 17:00:00,81.0858,95.0109,65.6796,94.9314,94.9314,1930
2025-07-28 18:00:00,95.0094,95.0109,94.8817,94.8817,94.8817,1103890
2025-07-28 19:00:00,94.9314,94.9811,94.8817,94.9314,94.9314,1103957
