DateTime,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Capital Gains,Returns,MA_5,MA_10,MA_20,Price_MA5_Ratio,Price_MA10_Ratio,Price_MA20_Ratio,Vol_5,Vol_10,Vol_20,Volume_MA,Volume_Ratio,HL_Spread,HL_Spread_MA,RSI,MACD,MACD_Signal,Hour,DayOfWeek,IsMonday,IsFriday
2025-05-21 12:30:00-04:00,82.40499877929688,82.41000366210938,82.38009643554688,82.3949966430664,82.3949966430664,295779,0.0,0.0,0.0,-0.0001759928040143688,82.41289978027343,82.43583908081055,,0.9997827629260133,0.9995045548368336,,0.00012875971819630724,0.00016128517366283135,,334716.6,0.8836699464561961,0.0003629738185688331,0.00029245196796254383,,-0.006019828782982017,-0.0031423245394343008,12,2,0,0
2025-05-21 13:30:00-04:00,82.38999938964844,82.4000015258789,82.37999725341797,82.39990234375,82.39990234375,189501,0.0,0.0,0.0,5.953881768872016e-05,82.40487976074219,82.43032913208008,,0.9999395980310068,0.9996308787232753,,0.00015562331858167536,0.00013055263565296346,,335452.0,0.5649124166795846,0.00024277058457527185,0.0002924940944015699,,-0.006552566522913139,-0.003888465999514775,13,2,0,0
2025-05-21 14:30:00-04:00,82.39540100097656,82.41000366210938,82.38999938964844,82.40499877929688,82.40499877929688,283000,0.0,0.0,0.0,6.185001925862466e-05,82.40287933349609,82.4248291015625,,1.0000257205308591,0.9997594132437789,,0.00011522999730176284,0.0001306881081031604,,342224.2,0.8269432728603062,0.00024275557013858363,0.0002796508700574271,,-0.006574044666706413,-0.0044652156684070405,14,2,0,0
2025-05-21 15:30:00-04:00,82.40499877929688,82.41000366210938,82.38999938964844,82.3949966430664,82.3949966430664,1189260,0.0,0.0,0.0,-0.00012137778506926544,82.40087890625,82.41793899536133,,0.9999286140723052,0.9997216339964992,,0.00011523310054373978,0.00012510637094028773,,435738.2,2.729299382060145,0.00024278503884884705,0.00025539972361019337,,-0.007067768410351505,-0.005016006249198414,15,2,0,0
2025-05-22 09:30:00-04:00,82.44000244140625,82.44999694824219,82.41000366210938,82.42009735107422,82.42009735107422,573888,0.0,0.0,0.0,0.00030463874058450635,82.40299835205079,82.41344909667968,,1.0002075045734427,1.0000806695323081,,0.00018879258963001231,0.00017438784488248095,,425133.8,1.3498997256863605,0.00048523706496557845,0.00031530441541942285,36.98583337390169,-0.005890790724450312,-0.005199011814111583,9,3,0,0
2025-05-22 10:30:00-04:00,82.43000030517578,82.44000244140625,82.41010284423828,82.43000030517578,82.43000030517578,202773,0.0,0.0,0.0,0.00012015217671224043,82.40999908447266,82.41144943237305,,1.0002427038093111,1.000225100673881,,0.00015268662976258376,0.00017601142474380396,,424126.9,0.47809511728683085,0.0003627271267411527,0.0003152550770538868,41.31920489631221,-0.004340354509565714,-0.005021017743595775,10,3,0,0
2025-05-22 11:30:00-04:00,82.44000244140625,82.44999694824219,82.42009735107422,82.44000244140625,82.44000244140625,777381,0.0,0.0,0.0,0.0001213409704408086,82.4180191040039,82.41144943237305,,1.0002667297472243,1.000346468958256,,0.00015261570711797747,0.00017786586890645442,,455645.5,1.7061092450161364,0.00036268311841960115,0.0003392375838227526,43.29015370724603,-0.002502713290809311,-0.004502769460702717,11,3,0,0
2025-05-22 12:30:00-04:00,82.44499969482422,82.44819641113281,82.41999816894531,82.42500305175781,82.42500305175781,173326,0.0,0.0,0.0,-0.00018194310048813556,82.4220199584961,82.41244964599609,,1.000036192916204,1.000152324142962,,0.00019875195653674155,0.0001578965692550884,,423049.6,0.4097060959282316,0.0003421078694991767,0.0003591080436948712,37.85380696911256,-0.001998427725794727,-0.003990362740142227,12,3,0,0
2025-05-22 13:30:00-04:00,82.42900085449219,82.43000030517578,82.41999816894531,82.42500305175781,82.42500305175781,202125,0.0,0.0,0.0,0.0,82.42802124023437,82.4144500732422,,0.9999633839508562,1.000128047672541,,0.00017926344873168927,0.0001510083473847984,,405599.4,0.49833653600079286,0.00012134832708696445,0.0003348207013424947,37.42443110702366,-0.0015876933746028499,-0.0035010135354507418,13,3,0,0
2025-05-22 14:30:00-04:00,82.42350006103516,82.43000030517578,82.41999816894531,82.42530059814453,82.42530059814453,254279,0.0,0.0,0.0,3.6099044671278335e-06,82.42906188964844,82.41603012084961,,0.9999543693520504,1.0001124839097604,,0.00012397445706304166,0.0001507308925804338,,414131.2,0.6140058995796501,0.00012134788903267776,0.00026204286615591455,41.44329856701674,-0.001233641431284127,-0.003040908299353941,14,3,0,0
2025-05-22 15:30:00-04:00,82.42500305175781,82.4458999633789,82.41999816894531,82.43000030517578,82.43000030517578,417539,0.0,0.0,0.0,5.7017772421064095e-05,82.42906188964844,82.41953048706054,82.42768478393555,1.0000113845227137,1.0001270307905585,1.000028091547716,0.00011301657021687883,0.0001343243624401008,0.00015170252299456677,426307.2,0.9794322028809271,0.0003142277609814272,0.00025234299300396943,46.40250213956993,-0.0006395228500792882,-0.0025550294072657805,15,3,0,0
2025-05-23 09:30:00-04:00,82.56999969482422,82.56999969482422,82.5,82.51020050048828,82.51020050048828,333288,0.0,0.0,0.0,0.0009729491085233022,82.44310150146484,82.43056030273438,82.43044471740723,1.0008138825177781,1.000966148931433,1.000967552502652,0.0004576956769280268,0.0003239396729051461,0.0002614886668422078,440685.9,0.7562937684187309,0.000848376254082724,0.00034948162013659405,74.50895609394826,0.00513316148227716,-0.0010030769948742109,9,4,0,1
2025-05-23 10:30:00-04:00,82.51000213623047,82.5199966430664,82.49500274658203,82.51000213623047,82.51000213623047,277387,0.0,0.0,0.0,-2.404117995236099e-06,82.46010131835938,82.44106063842773,82.43294486999511,1.0006051510618261,1.0008362519510163,1.0009347872547425,0.0004293123546255318,0.00032615558042249117,0.0002615243999429467,440124.6,0.6302465256429657,0.0003029195956522716,0.000341643965367213,78.47006684045674,0.009527966188159098,0.0011187882437386878,10,4,0,1
2025-05-23 11:30:00-04:00,82.50499725341797,82.52999877929688,82.48359680175781,82.48500061035156,82.48500061035156,686949,0.0,0.0,0.0,-0.00030301206195126884,82.47210083007812,82.45006103515625,82.43400001525879,1.0001564138677639,1.0004237665170486,1.0006186839784958,0.00048365084036923716,0.00034600283014412655,0.000271856099072882,389893.5,1.7618888234864136,0.00056255049034017,0.0004298843980178541,68.42281582561466,0.011124836637137037,0.0031318811253571804,11,4,0,1
2025-05-23 12:30:00-04:00,82.48500061035156,82.48999786376953,82.47000122070312,82.48500061035156,82.48500061035156,453449,0.0,0.0,0.0,0.0,82.48404083251953,82.45655136108398,82.43500022888183,1.0000116359215958,1.0003450210904772,1.0006065431107043,0.00048391846936135454,0.00034025003492093144,0.00027187114715929275,377849.6,1.2000780204610513,0.00024242762827714334,0.0004541003458667472,73.63465105934137,0.012233781722869708,0.004960898535373332,12,4,0,1
2025-05-23 13:30:00-04:00,82.48999786376953,82.48999786376953,82.47000122070312,82.48500061035156,82.48500061035156,255852,0.0,0.0,0.0,0.0,82.49504089355469,82.46205139160156,82.4367504119873,0.9998782922816405,1.000278300361957,1.0005852996160465,0.00048716835260018685,0.00034074748000083294,0.0002680536695123794,383157.5,0.6677462923210429,0.00024242762827714334,0.0004397403193258905,72.93740176918354,0.01295228935209991,0.006565237720795763,13,4,0,1
2025-05-23 14:30:00-04:00,82.48999786376953,82.5,82.4800033569336,82.49500274658203,82.49500274658203,1529644,0.0,0.0,0.0,0.00012126006130164235,82.49200134277343,82.46755142211914,82.43950042724609,1.0000363841797961,1.0003328742516238,1.0006732490984092,0.0001579108900070738,0.00034074604084490716,0.00026675081991905903,458383.8,3.3370376527268197,0.00024239823505230152,0.0003185447155198059,73.63465105934137,0.01406213572400361,0.008069162655648597,14,4,0,1
2025-05-23 15:30:00-04:00,82.49500274658203,82.5,82.48999786376953,82.5,82.5,1210905,0.0,0.0,0.0,6.057643798529355e-05,82.49000091552735,82.47505111694336,82.44375038146973,1.0001212157153798,1.000302502183615,1.0006822787448413,0.000163747605781291,0.0003295249357062512,0.0002547187249128586,562141.7,2.154092108804595,0.00012123801491477273,0.00028220839937230616,78.31776410965094,0.015116759706714333,0.009482098334709485,15,4,0,1
2025-05-27 09:30:00-04:00,82.50499725341797,82.5199966430664,82.4800033569336,82.50650024414062,82.50650024414062,323780,0.0,0.0,0.0,7.879083806816567e-05,82.49430084228516,82.48320083618164,82.44882545471191,1.000147881753417,1.000282474585404,1.0006995222686392,5.2431340041015114e-05,0.00032804597559089085,0.0002514779142712753,574307.2,0.5637749274256009,0.00048472891244290424,0.00026664408379285304,75.8999216060149,0.0162276872772793,0.010833830753980032,9,1,0,0
2025-05-27 10:30:00-04:00,82.50499725341797,82.5199966430664,82.5,82.51499938964844,82.51499938964844,472650,0.0,0.0,0.0,0.00010301182916094831,82.50030059814453,82.49217071533204,82.45410041809082,1.0001781665205742,1.000276737466337,1.000738580267674,4.676069859276889e-05,0.000326340024660694,0.0002516401717113407,596144.3,0.7928449538140345,0.0002423394923870634,0.00026662645661483704,75.69537276211258,0.017518426356673444,0.01217282186290119,10,1,0,0
2025-05-27 11:30:00-04:00,82.51589965820312,82.5199966430664,82.5,82.5199966430664,82.5199966430664,182842,0.0,0.0,0.0,6.0561757921906434e-05,82.5072998046875,82.5011703491211,82.46035041809083,1.0001538874549156,1.000228194265192,1.000723332179322,2.679263928871537e-05,0.00032627943777020383,0.00024524423442181436,572674.6,0.31927729988373854,0.00024232481677017169,0.0002666058943134427,74.93697313651741,0.018685682856997232,0.013477008566659683,11,1,0,0
2025-05-27 12:30:00-04:00,82.51499938964844,82.5199966430664,82.5,82.50550079345703,82.50550079345703,632462,0.0,0.0,0.0,-0.00017566468976093486,82.5093994140625,82.50070037841797,82.46563034057617,0.9999527493760328,1.0000581863549889,1.0004834796352882,0.00011377049577893176,0.00013383958342472606,0.00025162285783047783,602592.0,1.049569194413467,0.00024236739216292416,0.00026659972573556725,75.17297257268213,0.018320664127173814,0.014446700014657895,12,1,0,0
2025-05-27 13:30:00-04:00,82.50499725341797,82.52999877929688,82.5,82.5199966430664,82.5199966430664,448672,0.0,0.0,0.0,0.00017569555326568675,82.51339874267578,82.50169982910157,82.47138023376465,1.0000799615637117,1.0002217749937605,1.0005894943089828,0.00013272440912168176,0.00014565353300676712,0.0002528547496870335,619720.5,0.7239908958958111,0.0003635334527051946,0.0003150588132936516,77.23673210950685,0.018890566481502447,0.015336178025110454,13,1,0,0
2025-05-27 14:30:00-04:00,82.5250015258789,82.52999877929688,82.51000213623047,82.51519775390625,82.51519775390625,529543,0.0,0.0,0.0,-5.8154257820852706e-05,82.5151382446289,82.50471954345703,82.47739028930664,1.0000007211922395,1.000127001346192,1.000458397925383,0.00013889217329245235,0.00010031523618731293,0.00025072562972628895,603979.9,0.8767559980058939,0.00024233890980961278,0.00026658081276699334,75.12688131591067,0.018762419129799923,0.01602186084917009,14,1,0,0
2025-05-27 15:30:00-04:00,82.51519775390625,82.5199966430664,82.51000213623047,82.5199966430664,82.5199966430664,345421,0.0,0.0,0.0,5.815763993521905e-05,82.5161376953125,82.50821914672852,82.48238525390624,1.0000467659764707,1.0001427433104202,1.000455992986192,0.0001336268974095719,9.964066463456368e-05,0.0002447222761155161,593177.1,0.5823235590180403,0.00012111618083514877,0.0002423361504566104,75.14066437389718,0.01880308109279838,0.016578387090225154,15,1,0,0
2025-05-28 09:30:00-04:00,82.5,82.5,82.4800033569336,82.48999786376953,82.48999786376953,357980,0.0,0.0,0.0,-0.00036353345270523363,82.51013793945313,82.50871887207032,82.48538513183594,0.9997559078655477,0.9997731026665216,1.0000559218087692,0.000208699230938336,0.00016300647832304628,0.00026182892869806054,603389.9,0.5932813923468059,0.00024241294198395154,0.00024235377549936639,42.1563976459874,0.016372927576810525,0.01653727851192176,9,2,0,0
