DateTime,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Returns,MA_5,MA_10,MA_20,Price_MA5_Ratio,Price_MA10_Ratio,Price_MA20_Ratio,Vol_5,Vol_10,Vol_20,Volume_MA,Volume_Ratio,HL_Spread,HL_Spread_MA,RSI,MACD,MACD_Signal,Hour,DayOfWeek,IsMonday,IsFriday
2025-05-21 12:30:00-04:00,5930.72998046875,5938.3701171875,5858.509765625,5858.9501953125,5858.9501953125,316099000,0.0,0.0,-0.012111323037744093,5914.18798828125,5925.308984375,,0.990660122221647,0.9888007884082521,,0.006459623169428633,0.004673932493952692,,259816470.2,1.2166241799708664,0.013630488210395253,0.005528518763133759,,-4.668826570721649,-1.8327326859203572,12,2,0,0
2025-05-21 13:30:00-04:00,5859.18017578125,5889.2998046875,5850.83984375,5865.39990234375,5865.39990234375,350521000,0.0,0.0,0.0011008298101611302,5899.101953125,5917.108984375,,0.9942869184074031,0.9912610901425349,,0.006234798429203969,0.004686214049703756,,266292318.3,1.3163015825530104,0.006557091004507948,0.006308360101716352,,-6.801918831431067,-2.919962220946118,13,2,0,0
2025-05-21 14:30:00-04:00,5865.35986328125,5874.830078125,5830.91015625,5835.2998046875,5835.2998046875,347420000,0.0,0.0,-0.005131806553244966,5884.20791015625,5906.65498046875,,0.991688243139007,0.9879195287320494,,0.006224532314280063,0.004833205107622089,,277220672.3,1.2532254435341401,0.007526592179500203,0.00697641298267142,,-9.926683717856577,-4.424712147929007,14,2,0,0
2025-05-21 15:30:00-04:00,5835.1298828125,5858.0,5835.1298828125,5844.169921875,5844.169921875,431357000,0.0,0.0,0.0015200790849467793,5866.919921875,5896.340966796875,,0.9961223264842638,0.9911519626806424,,0.005786804395644916,0.00485210761972446,,299386872.3,1.4408013173261638,0.003913321736573074,0.006647886539423072,,-11.611355773557989,-5.945655624964323,15,2,0,0
2025-05-22 09:30:00-04:00,5841.259765625,5863.43994140625,5825.81982421875,5840.85986328125,5840.85986328125,0,0.0,0.0,-0.0005663864394771512,5848.9359375,5888.28896484375,,0.9986192233416388,0.9919451810456862,,0.005716731740608506,0.0047719057101281125,,273629772.3,0.0,0.006440852557343492,0.007613669137663995,27.141258752817464,-12.913386297554098,-7.40331008040368,9,3,0,0
2025-05-22 10:30:00-04:00,5840.9501953125,5850.419921875,5827.7099609375,5839.1201171875,5839.1201171875,367795142,0.0,0.0,-0.00029785787272296194,5844.969921875,5879.578955078125,,0.9989991728331044,0.9931187525161677,,0.002645236352508996,0.0047282479262270175,,281251786.5,1.3077077538847919,0.0038892779188859357,0.00566542707936213,26.94013880178349,-13.833789674474247,-8.73630664638854,10,3,0,0
2025-05-22 11:30:00-04:00,5838.75,5867.580078125,5837.6201171875,5855.6298828125,5855.6298828125,264268378,0.0,0.0,0.0028274406577804,5843.01591796875,5871.058935546875,,1.0021588106246568,0.9973720153546819,,0.0030210296893750915,0.004762992870747926,,270047124.3,0.9786009707936001,0.005116436922599695,0.0053772962629804796,32.72470840877271,-13.356998557808765,-9.687210595361714,11,3,0,0
2025-05-22 12:30:00-04:00,5855.6298828125,5860.31982421875,5838.85986328125,5858.68017578125,5858.68017578125,224451000,0.0,0.0,0.0005209162856592009,5847.6919921875,5865.949951171875,,1.0018790633310426,0.9987606823360003,,0.0013945624336686225,0.004598142409174954,,292492224.3,0.767374245715974,0.003662934362966542,0.004604564699673748,31.482169163221286,-12.638853587443009,-10.291138439855068,12,3,0,0
2025-05-22 13:30:00-04:00,5858.669921875,5872.02001953125,5855.419921875,5867.759765625,5867.759765625,232521000,0.0,0.0,0.0015497671098831933,5852.4099609375,5859.66494140625,,1.0026228177434517,1.0013814483079995,,0.0013984480954623432,0.004428057431054274,,280611574.0,0.8286222720093506,0.0028290349842708417,0.004387707349213302,37.948313856774845,-11.361246434471468,-10.509086237254975,13,3,0,0
2025-05-22 14:30:00-04:00,5867.77978515625,5878.080078125,5861.72021484375,5877.14013671875,5877.14013671875,266956000,0.0,0.0,0.00159862902852681,5859.666015625,5854.3009765625,,1.0029821018889395,1.00390126169592,,0.0011860255335842626,0.004498064263844977,,280138852.0,0.9529417219143884,0.0027836435580356656,0.0036562655493517357,39.18936359662124,-9.639464319103354,-10.332618688222846,14,3,0,0
